,pax_number
0,0.0
1,307.0
2,342.0
3,0.0
4,350.0
5,350.0
6,0.0
7,0.0
8,0.0
9,342.0
10,350.0
11,350.0
12,350.0
13,350.0
14,26.0
15,0.0
16,0.0
17,342.0
18,0.0
19,350.0
20,58.0
21,70.0
22,140.0
23,350.0
24,314.0
25,350.0
26,350.0
27,343.0
28,350.0
29,350.0
30,350.0
31,0.0
32,0.0
33,350.0
34,350.0
35,35.0
36,350.0
37,350.0
38,350.0
39,342.0
40,350.0
41,91.0
42,175.0
43,140.0
44,0.0
45,63.0
46,0.0
47,0.0
48,0.0
49,350.0
50,350.0
51,350.0
52,350.0
53,0.0
54,25.0
55,334.0
56,350.0
57,0.0
58,350.0
59,350.0
60,0.0
61,342.0
62,350.0
63,0.0
64,0.0
65,350.0
66,350.0
67,0.0
68,350.0
69,0.0
70,0.0
71,0.0
72,350.0
73,350.0
74,350.0
75,0.0
76,0.0
77,0.0
78,350.0
79,0.0
80,0.0
81,275.0
82,350.0
83,0.0
84,0.0
85,0.0
86,0.0
87,140.0
88,0.0
89,350.0
90,0.0
91,350.0
92,0.0
93,24.0
94,350.0
95,350.0
96,0.0
97,0.0
98,0.0
99,350.0
100,0.0
101,350.0
102,0.0
103,0.0
104,350.0
105,0.0
106,245.0
107,0.0
108,0.0
109,350.0
110,63.0
111,350.0
112,0.0
113,0.0
114,0.0
115,350.0
116,350.0
117,26.0
118,280.0
119,0.0
120,30.0
121,350.0
122,350.0
123,350.0
124,350.0
125,210.0
126,350.0
127,0.0
128,0.0
129,350.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,70.0
138,140.0
139,350.0
140,350.0
141,350.0
142,350.0
143,350.0
144,0.0
145,350.0
146,0.0
147,315.0
148,344.0
149,350.0
150,350.0
151,0.0
152,350.0
153,0.0
154,0.0
155,350.0
156,350.0
157,140.0
158,105.0
159,0.0
160,0.0
161,0.0
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,350.0
168,0.0
169,0.0
170,0.0
171,350.0
172,350.0
173,202.0
174,0.0
175,349.0
176,0.0
177,0.0
178,245.0
179,350.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,350.0
187,350.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,315.0
195,334.0
196,0.0
197,0.0
198,0.0
199,0.0
200,350.0
201,350.0
202,0.0
203,0.0
204,0.0
205,70.0
206,30.0
207,0.0
208,0.0
209,349.0
210,0.0
211,350.0
212,346.0
213,350.0
214,210.0
215,0.0
216,0.0
217,208.0
218,0.0
219,350.0
220,350.0
221,0.0
222,0.0
223,344.0
224,0.0
